word,word_trans,part,part_trans,n_senses,colour,colour_trans,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,chars_untranslated,translated,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex,eng_def_sj,eng_def_k,eng_def_e,eng_def_i,eng_def_a,eng_def_hh,eng_def_bu,eng_def_p,eng_def_q,eng_def_cj,eng_def_r,eng_def_y
suzub,,sj.,,1,blue,NOUN,0,0,0,0,sj. bipu akudep kat sxi uami subb je kyin. lpupl eje subb xhjr.,39,sj. bipu akudep kat sxi uami subb (you) kyin. lpupl (yesterday) subb (stop).,su zu b,b zu su,3,su,b,12,5,bipu akudep kat sxi uami subb je kyin. lpupl eje subb xhjr.,,,,,,,,,,,,0-1,#6495ED,bipu akudep kat sxi uami subb (you) kyin. lpupl (yesterday) subb (stop).,,,,,,,,,,,
sxde,,sj.,,1,blue,NOUN,0,0,2,0,sj. zine z gudih byta f hjchai sjlup z deda in lela.,28,sj. zine z gudih byta f hjchai (place/direction/area) z deda (or) (time).,sx de,de sx,2,sx,de,11,4,zine z gudih byta f hjchai sjlup z deda in lela.,,,,,,,,,,,,>1,#6495ED,zine z gudih byta f hjchai (place/direction/area) z deda (or) (time).,,,,,,,,,,,
sxgu,,sj.,,1,blue,NOUN,0,0,9,0,sj. 1 yras z guo. 2 shlp f yra.,17,sj. 1 yras z guo. 2 shlp f (that).,sx gu,gu sx,2,sx,gu,7,4,1 yras z guo. 2 shlp f yra.,,,,,,,,,,,,>1,#6495ED,1 yras z guo. 2 shlp f (that).,,,,,,,,,,,
sxh,,sj.,,1,blue,NOUN,0,0,2,0,sj. hgasi kytu el pdep f yra pdepr.,18,sj. hgasi kytu el pdep f (that) (myself).,sx h,h sx,2,sx,h,7,3,hgasi kytu el pdep f yra pdepr.,,,,,,,,,,,,>1,#6495ED,hgasi kytu el pdep f (that) (myself).,,,,,,,,,,,
sxi,,r.,,1,purple,verb/adverb/article,0,1,41,0,r. yra kytu vx vh subtate eguux.,12,r. (that) kytu vx (at) (after) eguux.,sx i,i sx,2,sx,i,6,3,,,,,,,,,,,yra kytu vx vh subtate eguux.,,>20,#9370DB,,,,,,,,,,,(that) kytu vx (at) (after) eguux.,
sxk,,hh.,,1,green,adjective/determiner,0,0,7,0,hh. 1 sxuk axuax deqhm. 2 yk yra beax.,19,hh. 1 sxuk axuax (WORD). 2 yk (that) beax.,sx k,k sx,2,sx,k,7,3,,,,,,1 sxuk axuax deqhm. 2 yk yra beax.,,,,,,,>1,#228B22,,,,,,1 sxuk axuax (WORD). 2 yk (that) beax.,,,,,,
sxqa,,e.,,1,green,adjective/determiner,0,0,8,0,e. plu kakauka ju yras vh ladut yras beax. cjdahh xihuhesh ju yras ee yras dkdg.,39,e. plu (unmixed) (add/mix) yras (at) ladut yras beax. cjdahh (mixture) (add/mix) yras (AND) yras dkdg.,sx qa,qa sx,2,sx,qa,15,4,,,plu kakauka ju yras vh ladut yras beax. cjdahh xihuhesh ju yras ee yras dkdg.,,,,,,,,,,>1,#228B22,,,plu (unmixed) (add/mix) yras (at) ladut yras beax. cjdahh (mixture) (add/mix) yras (AND) yras dkdg.,,,,,,,,,
sxr,,sj.,,1,blue,NOUN,0,0,1,0,sj. vk tkr f ahg tku f yra.,13,sj. (to/do) tkr f ahg tku f (that).,sx r,r sx,2,sx,r,7,3,vk tkr f ahg tku f yra.,,,,,,,,,,,,0-1,#6495ED,(to/do) tkr f ahg tku f (that).,,,,,,,,,,,
sxresh,,sj.,,1,blue,NOUN,0,0,36,1,sj. vh vzt ee sjlup kysi f yra.,10,sj. (at) vzt (AND) (place/direction/area) kysi f (that).,sx re sh,sh re sx,3,sx,sh,7,6,vh vzt ee sjlup kysi f yra.,,,,,,,,,,,,>20,#6495ED,(at) vzt (AND) (place/direction/area) kysi f (that).,,,,,,,,,,,
sxuk,,a.,,1,green,adjective/determiner,0,0,21,0,a. uxauxf uxaux in axuaxf axuax dkdg.,27,a. uxauxf uxaux (or) axuaxf axuax dkdg.,sx u k,k u sx,3,sx,k,6,4,,,,,uxauxf uxaux in axuaxf axuax dkdg.,,,,,,,,>20,#228B22,,,,,uxauxf uxaux (or) axuaxf axuax dkdg.,,,,,,,
sxvz,,e.,,1,green,adjective/determiner,0,0,1,0,e. vh wax z liuzu z qahu z lela sxresh kysi.,26,e. (at) wax z liuzu z qahu z (time) sxresh kysi.,sx v z,z v sx,3,sx,z,10,4,,,vh wax z liuzu z qahu z lela sxresh kysi.,,,,,,,,,,0-1,#228B22,,,(at) wax z liuzu z qahu z (time) sxresh kysi.,,,,,,,,,
sxzu,,hh.,,1,green,adjective/determiner,0,0,15,0,hh. sxuk uxaux deqhm.,11,hh. sxuk uxaux (WORD).,sx zu,zu sx,2,sx,zu,3,4,,,,,,sxuk uxaux deqhm.,,,,,,,>1,#228B22,,,,,,sxuk uxaux (WORD).,,,,,,
sxzug,,sj.,,1,blue,NOUN,0,0,1,0,sj. suba bki o ahk kzin f yra.,18,sj. suba bki o ahk kzin f (that).,sx zu g,g zu sx,3,sx,g,7,5,suba bki o ahk kzin f yra.,,,,,,,,,,,,0-1,#6495ED,suba bki o ahk kzin f (that).,,,,,,,,,,,
taar,,e.,,1,green,adjective/determiner,0,0,46,0,e. uxaux ging dkdg. kap kauin.,19,e. uxaux ging dkdg. (not) kauin.,ta a r,r a ta,3,ta,r,5,4,,,uxaux ging dkdg. kap kauin.,,,,,,,,,,>20,#228B22,,,uxaux ging dkdg. (not) kauin.,,,,,,,,,
taare,,sj.,,1,blue,NOUN,0,0,0,0,sj. taar ji el yras lela ishl.,16,sj. taar (is) el yras (time) ishl.,ta a re,re a ta,3,ta,re,6,5,taar ji el yras lela ishl.,,,,,,,,,,,,0-1,#6495ED,taar (is) el yras (time) ishl.,,,,,,,,,,,
tabe,,e.,,1,green,adjective/determiner,0,0,2,0,e. vt tata vda.,10,e. vt tata vda.,ta be,be ta,2,ta,be,3,4,,,vt tata vda.,,,,,,,,,,>1,#228B22,,,vt tata vda.,,,,,,,,,
taber,,sj.,,1,blue,NOUN,0,0,5,0,sj. vt wux z tata belu f yra.,17,sj. vt wux z tata belu f (that).,ta be r,r be ta,3,ta,r,7,5,vt wux z tata belu f yra.,,,,,,,,,,,,>1,#6495ED,vt wux z tata belu f (that).,,,,,,,,,,,
tabir,,hh.,,1,green,adjective/determiner,0,0,1,0,hh. vt wux z tata belu.,16,hh. vt wux z tata belu.,ta b i r,r i b ta,4,ta,r,5,5,,,,,,vt wux z tata belu.,,,,,,,0-1,#228B22,,,,,,vt wux z tata belu.,,,,,,
tacx,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. vk lela kyv.,4,k. (to/do) (time) kyv.,ta cx,cx ta,2,ta,cx,3,4,,vk lela kyv.,,,,,,,,,,,>1,#9370DB,,(to/do) (time) kyv.,,,,,,,,,,
tade,,sj.,,1,blue,NOUN,0,0,1,0,sj. thg el ehg kysi f yra kysi.,19,sj. thg el ehg kysi f (that) kysi.,ta de,de ta,2,ta,de,7,4,thg el ehg kysi f yra kysi.,,,,,,,,,,,,0-1,#6495ED,thg el ehg kysi f (that) kysi.,,,,,,,,,,,
tae,,q.,,1,tan,conjunction,0,0,5,0,q. isiga bteb.,10,q. isiga bteb.,ta e,e ta,2,ta,e,2,3,,,,,,,,,isiga bteb.,,,,>1,#D2B48C,,,,,,,,,isiga bteb.,,,
tael,,e.,,1,green,adjective/determiner,0,0,1,0,e. ehg kysi f yra el lela lqa dr o ehg kysi f yra dr dsu.,30,e. ehg kysi f (that) el (time) lqa dr o ehg kysi f (that) dr dsu.,ta e l,l e ta,3,ta,l,15,4,,,ehg kysi f yra el lela lqa dr o ehg kysi f yra dr dsu.,,,,,,,,,,0-1,#228B22,,,ehg kysi f (that) el (time) lqa dr o ehg kysi f (that) dr dsu.,,,,,,,,,
taer,,e.,,1,green,adjective/determiner,0,0,10,0,e. sxzu taar.,9,e. sxzu taar.,ta er,er ta,2,ta,er,2,4,,,sxzu taar.,,,,,,,,,,>1,#228B22,,,sxzu taar.,,,,,,,,,
taga,,k.,,1,purple,verb/adverb/article,0,0,7,0,k. ju lela lela gatira. lisuvai utei el ysi lela brye.,24,k. (add/mix) (time) (time) gatira. lisuvai utei el (TWO) (time) brye.,ta ga,ga ta,2,ta,ga,10,4,,ju lela lela gatira. lisuvai utei el ysi lela brye.,,,,,,,,,,,>1,#9370DB,,(add/mix) (time) (time) gatira. lisuvai utei el (TWO) (time) brye.,,,,,,,,,,
tagai,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. pip pdepr ysi kyin.,8,k. pip (myself) (TWO) kyin.,ta ga i,i ga ta,3,ta,i,4,5,,pip pdepr ysi kyin.,,,,,,,,,,,>1,#9370DB,,pip (myself) (TWO) kyin.,,,,,,,,,,
taguqr,,sj.,,1,blue,NOUN,0,0,6,0,sj. uxaux kazuqr kadu f uxauxf sjlup. siuai jaraq vh yra ginger dkdg. yre geib yra dkdg.,52,sj. uxaux kazuqr kadu f uxauxf (place/direction/area). siuai jaraq (at) (that) ginger dkdg. (this) geib (that) dkdg.,ta gu qr,qr gu ta,3,ta,qr,16,6,uxaux kazuqr kadu f uxauxf sjlup. siuai jaraq vh yra ginger dkdg. yre geib yra dkdg.,,,,,,,,,,,,>1,#6495ED,uxaux kazuqr kadu f uxauxf (place/direction/area). siuai jaraq (at) (that) ginger dkdg. (this) geib (that) dkdg.,,,,,,,,,,,
tair,,e.,,1,green,adjective/determiner,0,0,28,0,e. 1 taar ji kat yra yamte kyin. 2 kat taber yra ji.,22,e. 1 taar (is) kat (that) (THREE) kyin. 2 kat taber (that) (is).,ta i r,r i ta,3,ta,r,11,4,,,1 taar ji kat yra yamte kyin. 2 kat taber yra ji.,,,,,,,,,,>20,#228B22,,,1 taar (is) kat (that) (THREE) kyin. 2 kat taber (that) (is).,,,,,,,,,
tala,,sj.,,1,blue,NOUN,0,0,0,0,sj. taber ji el uku ginger kaoee f hucher.,24,sj. taber (is) el uku ginger kaoee f (something/anything).,ta la,la ta,2,ta,la,8,4,taber ji el uku ginger kaoee f hucher.,,,,,,,,,,,,0-1,#6495ED,taber (is) el uku ginger kaoee f (something/anything).,,,,,,,,,,,
talir,,hh.,,1,green,adjective/determiner,0,0,1,0,hh. kat sxzu ezugad yra ji.,15,hh. kat sxzu ezugad (that) (is).,ta li r,r li ta,3,ta,r,5,5,,,,,,kat sxzu ezugad yra ji.,,,,,,,0-1,#228B22,,,,,,kat sxzu ezugad (that) (is).,,,,,,
tare,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. kali kap vx kaqzuli.,14,k. kali (not) vx kaqzuli.,ta re,re ta,2,ta,re,4,4,,kali kap vx kaqzuli.,,,,,,,,,,,0-1,#9370DB,,kali (not) vx kaqzuli.,,,,,,,,,,
tata,,sj.,,1,blue,NOUN,0,0,25,0,sj. ging z ging o ja z je.,13,sj. ging z ging o (me) z (you).,ta ta,ta ta,2,ta,ta,7,4,ging z ging o ja z je.,,,,,,,,,,,,>20,#6495ED,ging z ging o (me) z (you).,,,,,,,,,,,
tatute,,sj.,,1,blue,NOUN,0,0,0,0,sj. riju juya qah kzin vx kakauka jaraq.,24,sj. riju juya qah kzin vx (unmixed) jaraq.,ta tu te,te tu ta,3,ta,te,7,6,riju juya qah kzin vx kakauka jaraq.,,,,,,,,,,,,0-1,#6495ED,riju juya qah kzin vx (unmixed) jaraq.,,,,,,,,,,,
teasx,,sj.,,1,blue,NOUN,0,0,0,0,sj. ja je asx. vs ja uzuini je alpi deqh. taar dr hji. gta z je ubva zju hji. vs ja zju kap shg je deqh.,46,sj. (me) (you) asx. (with) (me) uzuini (you) alpi deqh. taar dr (isn't). gta z (you) ubva zju (isn't). (with) (me) zju (not) shg (you) deqh.,te a sx,sx a te,3,te,sx,25,5,ja je asx. vs ja uzuini je alpi deqh. taar dr hji. gta z je ubva zju hji. vs ja zju kap shg je deqh.,,,,,,,,,,,,0-1,#6495ED,(me) (you) asx. (with) (me) uzuini (you) alpi deqh. taar dr (isn't). gta z (you) ubva zju (isn't). (with) (me) zju (not) shg (you) deqh.,,,,,,,,,,,
teer,,e.,,1,green,adjective/determiner,0,0,14,0,e. taer o sxi taar hhk.,16,e. taer o sxi taar hhk.,te er,er te,2,te,er,5,4,,,taer o sxi taar hhk.,,,,,,,,,,>1,#228B22,,,taer o sxi taar hhk.,,,,,,,,,
tehu,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. ehut lav kyin.,12,k. ehut lav kyin.,te hu,hu te,2,te,hu,3,4,,ehut lav kyin.,,,,,,,,,,,0-1,#9370DB,,ehut lav kyin.,,,,,,,,,,
teshqr,,sj.,,1,blue,NOUN,0,0,0,0,sj. yras qvq z yras ginger.,20,sj. yras qvq z yras ginger.,te sh qr,qr sh te,3,te,qr,5,6,yras qvq z yras ginger.,,,,,,,,,,,,0-1,#6495ED,yras qvq z yras ginger.,,,,,,,,,,,
tetekapu,,e.,,1,green,adjective/determiner,0,0,0,0,e. ging hkdg.,9,e. ging hkdg.,te te ka pu,pu ka te te,4,te,pu,2,8,,,ging hkdg.,,,,,,,,,,0-1,#228B22,,,ging hkdg.,,,,,,,,,
tetyl,,sj.,,1,blue,NOUN,0,0,0,0,sj. guo z cji ee teer guo byta kyso f pul.,25,sj. guo z (today) (AND) teer guo byta kyso f pul.,te t y l,l y t te,4,te,l,10,5,guo z cji ee teer guo byta kyso f pul.,,,,,,,,,,,,0-1,#6495ED,guo z (today) (AND) teer guo byta kyso f pul.,,,,,,,,,,,
tgein,,sj.,,1,blue,NOUN,0,0,1,0,sj. siuai el ju lela lela raiko o jahuzu jehuzu raiko ji f yra cxhht.,38,sj. siuai el (add/mix) (time) (time) raiko o jahuzu jehuzu raiko (is) f (that) cxhht.,t ge in,in ge t,3,t,in,14,5,siuai el ju lela lela raiko o jahuzu jehuzu raiko ji f yra cxhht.,,,,,,,,,,,,0-1,#6495ED,siuai el (add/mix) (time) (time) raiko o jahuzu jehuzu raiko (is) f (that) cxhht.,,,,,,,,,,,
thg,,k.,,1,purple,verb/adverb/article,0,0,28,0,k. ju cxhht hkdg.,10,k. (add/mix) cxhht hkdg.,t h g,g h t,3,t,g,3,3,,ju cxhht hkdg.,,,,,,,,,,,>20,#9370DB,,(add/mix) cxhht hkdg.,,,,,,,,,,
tig,,e.,,1,green,adjective/determiner,0,0,1,0,e. kakauka vs uxaux siuai yra ji.,11,e. (unmixed) (with) uxaux siuai (that) (is).,t i g,g i t,3,t,g,6,3,,,kakauka vs uxaux siuai yra ji.,,,,,,,,,,0-1,#228B22,,,(unmixed) (with) uxaux siuai (that) (is).,,,,,,,,,
tite,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. taar ji el lela ishl.,11,k. taar (is) el (time) ishl.,t i te,te i t,3,t,te,5,4,,taar ji el lela ishl.,,,,,,,,,,,0-1,#9370DB,,taar (is) el (time) ishl.,,,,,,,,,,
tji,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. ji vx law gudde.,11,k. (is) vx law gudde.,t ji,ji t,2,t,ji,4,3,,ji vx law gudde.,,,,,,,,,,,>1,#9370DB,,(is) vx law gudde.,,,,,,,,,,
tjuk,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. kat l kysi o ju yra kyin.,14,k. kat l kysi o (add/mix) (that) kyin.,t ju k,k ju t,3,t,k,7,4,,kat l kysi o ju yra kyin.,,,,,,,,,,,0-1,#9370DB,,kat l kysi o (add/mix) (that) kyin.,,,,,,,,,,
tkr,,k.,,1,purple,verb/adverb/article,0,0,8,0,k. pul suba ji am subb hji.,14,k. pul suba (is) am subb (isn't).,t k r,r k t,3,t,r,6,3,,pul suba ji am subb hji.,,,,,,,,,,,>1,#9370DB,,pul suba (is) am subb (isn't).,,,,,,,,,,
tku,,k.,,1,purple,verb/adverb/article,0,0,13,0,k. suba kap lqa am vx law subb tky.,22,k. suba (not) lqa am vx law subb tky.,t ku,ku t,2,t,ku,8,3,,suba kap lqa am vx law subb tky.,,,,,,,,,,,>1,#9370DB,,suba (not) lqa am vx law subb tky.,,,,,,,,,,
tky,,k.,,1,purple,verb/adverb/article,0,0,18,0,k. gudi suba hji am subb ji.,15,k. gudi suba (isn't) am subb (is).,t k y,y k t,3,t,y,6,3,,gudi suba hji am subb ji.,,,,,,,,,,,>1,#9370DB,,gudi suba (isn't) am subb (is).,,,,,,,,,,
tla,,k.,,1,purple,verb/adverb/article,0,0,6,0,k. qah ubva kadu.,12,k. qah ubva kadu.,t la,la t,2,t,la,3,3,,qah ubva kadu.,,,,,,,,,,,>1,#9370DB,,qah ubva kadu.,,,,,,,,,,
tlah,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. aohjg yra kabu.,10,k. aohjg (that) kabu.,t la h,h la t,3,t,h,3,4,,aohjg yra kabu.,,,,,,,,,,,>1,#9370DB,,aohjg (that) kabu.,,,,,,,,,,
toy,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. vk beba thg dkdg aa duta.,14,k. (to/do) (begin) thg dkdg aa duta.,t o y,y o t,3,t,y,6,3,,vk beba thg dkdg aa duta.,,,,,,,,,,,>1,#9370DB,,(to/do) (begin) thg dkdg aa duta.,,,,,,,,,,
tre,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. ysi dkdg.,5,k. (TWO) dkdg.,t re,re t,2,t,re,2,3,,ysi dkdg.,,,,,,,,,,,0-1,#9370DB,,(TWO) dkdg.,,,,,,,,,,
trk,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. vk daf rak yra ruk.,10,k. (to/do) daf rak (that) ruk.,t r k,k r t,3,t,k,5,3,,vk daf rak yra ruk.,,,,,,,,,,,0-1,#9370DB,,(to/do) daf rak (that) ruk.,,,,,,,,,,
tru,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. pul yra ji ishl. pul bteb.,15,k. pul (that) (is) ishl. pul bteb.,t r u,u r t,3,t,u,6,3,,pul yra ji ishl. pul bteb.,,,,,,,,,,,0-1,#9370DB,,pul (that) (is) ishl. pul bteb.,,,,,,,,,,
tsar,,sj.,,1,blue,NOUN,0,0,0,0,sj. uku l tair.,10,sj. uku l tair.,t s a r,r a s t,4,t,r,3,4,uku l tair.,,,,,,,,,,,,0-1,#6495ED,uku l tair.,,,,,,,,,,,
tsis,,e.,,1,green,adjective/determiner,0,0,0,0,e. dust ja ginger asj el je lqa o kauin je akudep.,31,e. dust (me) ginger asj el (you) lqa o kauin (you) akudep.,t si s,s si t,3,t,s,11,4,,,dust ja ginger asj el je lqa o kauin je akudep.,,,,,,,,,,0-1,#228B22,,,dust (me) ginger asj el (you) lqa o kauin (you) akudep.,,,,,,,,,
tssi,,e.,,1,green,adjective/determiner,0,0,0,0,e. kap hurer.,6,e. (not) hurer.,t s si,si s t,3,t,si,2,4,,,kap hurer.,,,,,,,,,,0-1,#228B22,,,(not) hurer.,,,,,,,,,
tta,,e.,,1,green,adjective/determiner,0,0,18,0,e. lela in deda in heha in kyv hkdg.,16,e. (time) (or) deda (or) heha (or) kyv hkdg.,t ta,ta t,2,t,ta,8,3,,,lela in deda in heha in kyv hkdg.,,,,,,,,,,>1,#228B22,,,(time) (or) deda (or) heha (or) kyv hkdg.,,,,,,,,,
tuk,,k.,,1,purple,verb/adverb/article,0,0,12,0,k. juya idcx kyin.,13,k. juya idcx kyin.,tu k,k tu,2,tu,k,3,3,,juya idcx kyin.,,,,,,,,,,,>1,#9370DB,,juya idcx kyin.,,,,,,,,,,
tuzt,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. pdep vzte kytu.,13,k. pdep vzte kytu.,tu z t,t z tu,3,tu,t,3,4,,pdep vzte kytu.,,,,,,,,,,,0-1,#9370DB,,pdep vzte kytu.,,,,,,,,,,
uami,,e.,,1,green,adjective/determiner,0,0,3,0,e. uxaux amsht je ji el je in laf ishl.,17,e. uxaux amsht (you) (is) el (you) (or) (delay) ishl.,u am i,i am u,3,u,i,9,4,,,uxaux amsht je ji el je in laf ishl.,,,,,,,,,,>1,#228B22,,,uxaux amsht (you) (is) el (you) (or) (delay) ishl.,,,,,,,,,
ubei,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. pip btebr kyin.,8,k. pip (yourself) kyin.,u be i,i be u,3,u,i,3,4,,pip btebr kyin.,,,,,,,,,,,>1,#9370DB,,pip (yourself) kyin.,,,,,,,,,,
ubtek,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. je belu bpu. gta pu. xta pu. gta je oly belu am qlat gta ji o l vtek je ahg. thg je vtek. je ehg eja rik el je lqa.,60,i. (you) belu bpu. gta (?). xta (?). gta (you) oly belu am qlat gta (is) o l vtek (you) ahg. thg (you) vtek. (you) ehg eja (look/move) el (you) lqa.,u b te k,k te b u,4,u,k,30,5,,,,je belu bpu. gta pu. xta pu. gta je oly belu am qlat gta ji o l vtek je ahg. thg je vtek. je ehg eja rik el je lqa.,,,,,,,,,0-1,#6495ED,,,,(you) belu bpu. gta (?). xta (?). gta (you) oly belu am qlat gta (is) o l vtek (you) ahg. thg (you) vtek. (you) ehg eja (look/move) el (you) lqa.,,,,,,,,
ubva,,k.,,1,purple,verb/adverb/article,0,0,22,0,k. suba ji o subb yre ji.,10,k. suba (is) o subb (this) (is).,u b v a,a v b u,4,u,a,6,4,,suba ji o subb yre ji.,,,,,,,,,,,>20,#9370DB,,suba (is) o subb (this) (is).,,,,,,,,,,
ugai,,e.,,1,green,adjective/determiner,0,0,0,0,e. vh uxaux vzt ahk airli.,17,e. (at) uxaux vzt ahk airli.,u ga i,i ga u,3,u,i,5,4,,,vh uxaux vzt ahk airli.,,,,,,,,,,0-1,#228B22,,,(at) uxaux vzt ahk airli.,,,,,,,,,
ugay,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. l beak kap bebak aohh qlat l beak ji.,24,k. l beak (not) bebak aohh qlat l beak (is).,u ga y,y ga u,3,u,y,9,4,,l beak kap bebak aohh qlat l beak ji.,,,,,,,,,,,0-1,#9370DB,,l beak (not) bebak aohh qlat l beak (is).,,,,,,,,,,
uiah,,sj.,,1,blue,NOUN,0,0,1,0,sj. belu utu lela rake f qahh.,18,sj. belu utu (time) rake f qahh.,u i a h,h a i u,4,u,h,6,4,belu utu lela rake f qahh.,,,,,,,,,,,,0-1,#6495ED,belu utu (time) rake f qahh.,,,,,,,,,,,
uji,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. uku ji.,4,k. uku (is).,u ji,ji u,2,u,ji,2,3,,uku ji.,,,,,,,,,,,>1,#9370DB,,uku (is).,,,,,,,,,,
ukaji,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. wux kadu.,8,k. wux kadu.,u ka ji,ji ka u,3,u,ji,2,5,,wux kadu.,,,,,,,,,,,>1,#9370DB,,wux kadu.,,,,,,,,,,
ukalig,,sj.,,1,blue,NOUN,0,0,0,0,sj. vh yra jaraq dkdg f axdacj kakauka iligt klu lpu f l ishl ji.,35,sj. (at) (that) jaraq dkdg f axdacj (unmixed) iligt klu lpu f l ishl (is).,u ka li g,g li ka u,4,u,g,14,6,vh yra jaraq dkdg f axdacj kakauka iligt klu lpu f l ishl ji.,,,,,,,,,,,,0-1,#6495ED,(at) (that) jaraq dkdg f axdacj (unmixed) iligt klu lpu f l ishl (is).,,,,,,,,,,,
uku,,hh.,,1,green,adjective/determiner,0,0,50,0,hh. du yra ukaji.,9,hh. du (that) ukaji.,u ku,ku u,2,u,ku,3,3,,,,,,du yra ukaji.,,,,,,,>20,#228B22,,,,,,du (that) ukaji.,,,,,,
ulas,,sj.,,1,blue,NOUN,0,0,1,0,sj. vt huter f rali.,14,sj. vt huter f rali.,u la s,s la u,3,u,s,4,4,vt huter f rali.,,,,,,,,,,,,0-1,#6495ED,vt huter f rali.,,,,,,,,,,,
ulia,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. yl yre ulilu.,8,k. yl (this) ulilu.,u li a,a li u,3,u,a,3,4,,yl yre ulilu.,,,,,,,,,,,>1,#9370DB,,yl (this) ulilu.,,,,,,,,,,
uligt,,sj.,,1,blue,NOUN,0,0,2,0,sj. hba iligt.,10,sj. hba iligt.,u li g t,t g li u,4,u,t,2,5,hba iligt.,,,,,,,,,,,,>1,#6495ED,hba iligt.,,,,,,,,,,,
ulilu,,k.,,1,purple,verb/adverb/article,0,0,10,0,k. pip pdepr kyin.,8,k. pip (myself) kyin.,u li lu,lu li u,3,u,lu,3,5,,pip pdepr kyin.,,,,,,,,,,,>1,#9370DB,,pip (myself) kyin.,,,,,,,,,,
ulio,,k.,,1,purple,verb/adverb/article,0,0,6,0,k. subtatef olla gta ulilu.,13,k. (afterwards) olla gta ulilu.,u li o,o li u,3,u,o,4,4,,subtatef olla gta ulilu.,,,,,,,,,,,>1,#9370DB,,(afterwards) olla gta ulilu.,,,,,,,,,,
ulu,,e.,,1,green,adjective/determiner,0,0,1,0,e. vh l uku f yras in yra.,10,e. (at) l uku f yras (or) (that).,u lu,lu u,2,u,lu,7,3,,,vh l uku f yras in yra.,,,,,,,,,,0-1,#228B22,,,(at) l uku f yras (or) (that).,,,,,,,,,
upelip,,sj.,,1,blue,NOUN,0,0,1,0,sj. ahsh hhk kxat. uxaux pehut kka sjlip akudep.,37,sj. ahsh hhk kxat. uxaux pehut kka sjlip akudep.,u p e li p,p li e p u,5,u,p,8,6,ahsh hhk kxat. uxaux pehut kka sjlip akudep.,,,,,,,,,,,,0-1,#6495ED,ahsh hhk kxat. uxaux pehut kka sjlip akudep.,,,,,,,,,,,
ushhm,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. yra z guo sxgu ji lpubel yra z eguux buk ji.,24,i. (that) z guo sxgu (is) lpubel (that) z eguux buk (is).,u sh hm,hm sh u,3,u,hm,11,5,,,,yra z guo sxgu ji lpubel yra z eguux buk ji.,,,,,,,,,0-1,#6495ED,,,,(that) z guo sxgu (is) lpubel (that) z eguux buk (is).,,,,,,,,
utal,,hh.,,1,green,adjective/determiner,0,0,4,0,hh. ahk yk yra liu lela kytu in yk yra liu lela dkdg.,23,hh. ahk yk (that) liu (time) kytu (or) yk (that) liu (time) dkdg.,u ta l,l ta u,3,u,l,12,4,,,,,,ahk yk yra liu lela kytu in yk yra liu lela dkdg.,,,,,,,>1,#228B22,,,,,,ahk yk (that) liu (time) kytu (or) yk (that) liu (time) dkdg.,,,,,,
utei,,k.,,1,purple,verb/adverb/article,0,0,8,0,k. siuaa sjlup kadu.,5,k. (mixed) (place/direction/area) kadu.,u te i,i te u,3,u,i,3,4,,siuaa sjlup kadu.,,,,,,,,,,,>1,#9370DB,,(mixed) (place/direction/area) kadu.,,,,,,,,,,
uttasiv,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. vh cxlia oraux sasih ee kazuqr ee cxhht dabi.,26,i. (at) cxlia (read) sasih (AND) kazuqr (AND) cxhht dabi.,u t ta si v,v si ta t u,5,u,v,9,7,,,,vh cxlia oraux sasih ee kazuqr ee cxhht dabi.,,,,,,,,,0-1,#6495ED,,,,(at) cxlia (read) sasih (AND) kazuqr (AND) cxhht dabi.,,,,,,,,
utu,,e.,,1,green,adjective/determiner,0,0,10,0,e. vh l uku f uxauxf yras.,16,e. (at) l uku f uxauxf yras.,u tu,tu u,2,u,tu,6,3,,,vh l uku f uxauxf yras.,,,,,,,,,,>1,#228B22,,,(at) l uku f uxauxf yras.,,,,,,,,,
